2000,000	7,136
1999,800	7,097
1999,600	7,122
1999,400	7,044
1999,200	7,039
1999,000	7,068
1998,800	7,042
1998,600	7,071
1998,400	7,090
1998,200	7,101
1998,000	7,186
1997,800	7,222
1997,600	7,249
1997,400	7,244
1997,200	7,202
1997,000	7,223
1996,800	7,214
1996,600	7,196
1996,400	7,174
1996,200	7,208
1996,000	7,266
1995,800	7,262
1995,600	7,176
1995,400	7,181
1995,200	7,164
1995,000	7,170
1994,800	7,213
1994,600	7,253
1994,400	7,286
1994,200	7,248
1994,000	7,228
1993,800	7,276
1993,600	7,223
1993,400	7,277
1993,200	7,246
1993,000	7,210
1992,800	7,298
1992,600	7,294
1992,400	7,309
1992,200	7,396
1992,000	7,421
1991,800	7,412
1991,600	7,358
1991,400	7,285
1991,200	7,326
1991,000	7,263
1990,800	7,243
1990,600	7,263
1990,400	7,274
1990,200	7,228
1990,000	7,253
1989,800	7,241
1989,600	7,243
1989,400	7,236
1989,200	7,259
1989,000	7,311
1988,800	7,307
1988,600	7,266
1988,400	7,276
1988,200	7,344
1988,000	7,341
1987,800	7,290
1987,600	7,240
1987,400	7,294
1987,200	7,373
1987,000	7,403
1986,800	7,401
1986,600	7,365
1986,400	7,368
1986,200	7,377
1986,000	7,448
1985,800	7,411
1985,600	7,482
1985,400	7,360
1985,200	7,330
1985,000	7,361
1984,800	7,310
1984,600	7,400
1984,400	7,442
1984,200	7,461
1984,000	7,415
1983,800	7,387
1983,600	7,367
1983,400	7,390
1983,200	7,448
1983,000	7,481
1982,800	7,478
1982,600	7,438
1982,400	7,349
1982,200	7,351
1982,000	7,352
1981,800	7,409
1981,600	7,433
1981,400	7,422
1981,200	7,405
1981,000	7,394
1980,800	7,358
1980,600	7,379
1980,400	7,372
1980,200	7,254
1980,000	7,293
1979,800	7,409
1979,600	7,439
1979,400	7,364
1979,200	7,401
1979,000	7,473
1978,800	7,427
1978,600	7,430
1978,400	7,398
1978,200	7,424
1978,000	7,428
1977,800	7,512
1977,600	7,471
1977,400	7,557
1977,200	7,567
1977,000	7,447
1976,800	7,479
1976,600	7,441
1976,400	7,395
1976,200	7,322
1976,000	7,359
1975,800	7,412
1975,600	7,421
1975,400	7,376
1975,200	7,451
1975,000	7,452
1974,800	7,449
1974,600	7,450
1974,400	7,394
1974,200	7,387
1974,000	7,458
1973,800	7,442
1973,600	7,466
1973,400	7,447
1973,200	7,465
1973,000	7,406
1972,800	7,409
1972,600	7,457
1972,400	7,454
1972,200	7,516
1972,000	7,523
1971,800	7,410
1971,600	7,488
1971,400	7,517
1971,200	7,567
1971,000	7,547
1970,800	7,562
1970,600	7,591
1970,400	7,548
1970,200	7,540
1970,000	7,599
1969,800	7,573
1969,600	7,614
1969,400	7,588
1969,200	7,589
1969,000	7,657
1968,800	7,695
1968,600	7,634
1968,400	7,716
1968,200	7,743
1968,000	7,697
1967,800	7,636
1967,600	7,656
1967,400	7,765
1967,200	7,730
1967,000	7,688
1966,800	7,670
1966,600	7,689
1966,400	7,700
1966,200	7,768
1966,000	7,767
1965,800	7,723
1965,600	7,774
1965,400	7,786
1965,200	7,770
1965,000	7,753
1964,800	7,819
1964,600	7,850
1964,400	7,804
1964,200	7,837
1964,000	7,820
1963,800	7,819
1963,600	7,853
1963,400	7,756
1963,200	7,722
1963,000	7,760
1962,800	7,750
1962,600	7,709
1962,400	7,756
1962,200	7,748
1962,000	7,682
1961,800	7,677
1961,600	7,760
1961,400	7,773
1961,200	7,786
1961,000	7,754
1960,800	7,778
1960,600	7,693
1960,400	7,748
1960,200	7,807
1960,000	7,822
1959,800	7,772
1959,600	7,693
1959,400	7,696
1959,200	7,748
1959,000	7,772
1958,800	7,811
1958,600	7,813
1958,400	7,642
1958,200	7,648
1958,000	7,640
1957,800	7,685
1957,600	7,686
1957,400	7,736
1957,200	7,748
1957,000	7,659
1956,800	7,722
1956,600	7,777
1956,400	7,750
1956,200	7,681
1956,000	7,632
1955,800	7,620
1955,600	7,670
1955,400	7,646
1955,200	7,742
1955,000	7,700
1954,800	7,666
1954,600	7,687
1954,400	7,723
1954,200	7,709
1954,000	7,769
1953,800	7,861
1953,600	7,834
1953,400	7,805
1953,200	7,792
1953,000	7,842
1952,800	7,730
1952,600	7,747
1952,400	7,770
1952,200	7,854
1952,000	7,856
1951,800	7,849
1951,600	7,868
1951,400	7,783
1951,200	7,832
1951,000	7,924
1950,800	7,998
1950,600	7,932
1950,400	7,942
1950,200	7,984
1950,000	8,047
1949,800	8,071
1949,600	8,000
1949,400	7,978
1949,200	7,937
1949,000	7,991
1948,800	8,010
1948,600	8,060
1948,400	7,975
1948,200	7,912
1948,000	7,809
1947,800	7,850
1947,600	7,975
1947,400	7,941
1947,200	8,026
1947,000	8,016
1946,800	8,098
1946,600	8,007
1946,400	7,977
1946,200	8,010
1946,000	7,989
1945,800	8,000
1945,600	7,987
1945,400	7,993
1945,200	8,003
1945,000	8,016
1944,800	7,980
1944,600	7,972
1944,400	7,962
1944,200	7,967
1944,000	7,966
1943,800	8,011
1943,600	8,047
1943,400	8,092
1943,200	8,024
1943,000	8,035
1942,800	8,058
1942,600	8,058
1942,400	8,070
1942,200	8,033
1942,000	8,059
1941,800	8,124
1941,600	8,102
1941,400	8,049
1941,200	7,996
1941,000	7,980
1940,800	7,997
1940,600	7,937
1940,400	7,911
1940,200	7,949
1940,000	8,027
1939,800	7,957
1939,600	7,949
1939,400	7,959
1939,200	7,956
1939,000	7,927
1938,800	7,915
1938,600	7,919
1938,400	8,001
1938,200	7,959
1938,000	7,949
