1500 0.0234579644 0.0835755083
1500.2 0.0290775278 0.0821464263
1500.4 0.0230458568 0.0829434753
1500.6 0.0198037907 0.08327382
1500.8 0.0139296025 0.0692393693
1501 0.0103708173 0.0755841704
1501.2 0.005993452 0.0688651603
1501.4 0.012318958 0.0617378809
1501.6 0 0.0684940589
1501.8 0.0039057462 0.0567570955
1502 0.0264163979 0.0658259115
1502.2 0.0440929853 0.0779154456
1502.4 0.0318815813 0.0679185662
1502.6 0.0387627948 0.0796998927
1502.8 0.0354368064 0.0791826164
1503 0.0386033849 0.0919603391
1503.2 0.0493011049 0.0996601364
1503.4 0.0465929118 0.0877439025
1503.6 0.0444447668 0.081100378
1503.8 0.0503070988 0.0938818545
1504 0.0423754398 0.0889620916
1504.2 0.0368966884 0.0857057064
1504.4 0.0430347257 0.0659563021
1504.6 0.0665722548 0.0808071649
1504.8 0.0737055339 0.0974564126
1505 0.065939738 0.0917773198
1505.2 0.0660822021 0.0937575321
1505.4 0.0679753913 0.0981206394
1505.6 0.0715296311 0.0827587149
1505.8 0.0534552801 0.0793292683
1506 0.0529058247 0.0920700919
1506.2 0.0503420124 0.0778737574
1506.4 0.0565330142 0.1028485902
1506.6 0.0730874434 0.1089935393
1506.8 0.0734725549 0.1201260561
1507 0.0743980841 0.1187924618
1507.2 0.0861746742 0.1109452333
1507.4 0.0975550228 0.1115504694
1507.6 0.097041321 0.1065467774
1507.8 0.0772543723 0.0989871827
1508 0.061811435 0.0993350803
1508.2 0.0531610679 0.1084554309
1508.4 0.0636485292 0.0987114971
1508.6 0.072397514 0.102761302
1508.8 0.0863830644 0.0915631504
1509 0.0755710572 0.0985847296
1509.2 0.0621335375 0.0921064688
1509.4 0.0743163476 0.0975438902
1509.6 0.0633749946 0.0880783853
1509.8 0.0635311708 0.0916876758
1510 0.0682617886 0.0681991451
1510.2 0.0582060128 0.0740769897
1510.4 0.0667256902 0.0730584526
1510.6 0.0740873686 0.0664636508
1510.8 0.0679259631 0.0688430421
1511 0.0571365115 0.0649824363
1511.2 0.0567932458 0.0594422203
1511.4 0.0419556282 0.0599295137
1511.6 0.0380265801 0.052633772
1511.8 0.0384448559 0.0401747645
1512 0.0440234457 0.0555832999
1512.2 0.0292536729 0.0688846523
1512.4 0.0227932558 0.0645802591
1512.6 0.0342485582 0.0600649008
1512.8 0.0250864201 0.052526463
1513 0.0324038571 0.0502508334
1513.2 0.0291480048 0.0510034761
1513.4 0.0355541655 0.0517969064
1513.6 0.035285948 0.0726904487
1513.8 0.0305568107 0.0701504165
1514 0.0317940369 0.0675945385
1514.2 0.0313812867 0.0647828454
1514.4 0.0360245652 0.0670325386
1514.6 0.0316556288 0.0901653996
1514.8 0.025014384 0.0731897634
1515 0.0363179615 0.0699175526
1515.2 0.0519202287 0.0623477071
1515.4 0.0579938078 0.0568185841
1515.6 0.0508467777 0.0608529278
1515.8 0.0636675741 0.0713139082
1516 0.0591003384 0.0710354795
1516.2 0.0623378954 0.0712347642
1516.4 0.0601700092 0.0792451919
1516.6 0.0605539822 0.077419153
1516.8 0.0685971522 0.0961209088
1517 0.0646643831 0.092802451
1517.2 0.0812085959 0.0948348695
1517.4 0.0591862195 0.0825151695
1517.6 0.060597852 0.0756476822
1517.8 0.0592331635 0.0934742153
1518 0.067396451 0.0957176715
1518.2 0.0634002455 0.089895445
1518.4 0.0674444007 0.1016983062
1518.6 0.0672023133 0.0875582611
1518.8 0.0604766701 0.0880030928
1519 0.0607738176 0.0927749308
1519.2 0.0620625748 0.0942671737
1519.4 0.0648960709 0.1020098548
1519.6 0.0659484193 0.1076097064
1519.8 0.0762038437 0.124801555
1520 0.0808337928 0.120307434
1520.2 0.0783500399 0.1159415717
1520.4 0.068898164 0.1212692083
1520.6 0.0739891407 0.1398431632
1520.8 0.0742200243 0.1284510336
1521 0.0680715223 0.1188802662
1521.2 0.0797845704 0.1244368644
1521.4 0.0910750589 0.117664769
1521.6 0.0896124561 0.1379049765
1521.8 0.0928778975 0.1151272546
1522 0.0815430829 0.1073696609
1522.2 0.0780789445 0.1158618902
1522.4 0.0814380097 0.1233954037
1522.6 0.0798948592 0.1172788251
1522.8 0.0735239544 0.12684389
1523 0.0774785627 0.1179360525
1523.2 0.0682637705 0.1113696226
1523.4 0.0952496354 0.1088339232
1523.6 0.0917977784 0.1221359122
1523.8 0.0906449298 0.107780288
1524 0.0969814924 0.09843631
1524.2 0.1040574025 0.0982086306
1524.4 0.1089773395 0.1000943871
1524.6 0.0791253311 0.1088604887
1524.8 0.0755014886 0.1118241977
1525 0.0736003872 0.1086748393
1525.2 0.0734979166 0.1046801355
1525.4 0.0603011442 0.0984127268
1525.6 0.063941742 0.0961463409
1525.8 0.0469661362 0.0913082035
1526 0.0378389581 0.0902385701
1526.2 0.0417550764 0.0882848532
1526.4 0.0362962243 0.0749322193
1526.6 0.0494606878 0.0693958897
